Бренд,продукция,категория,префикс,номер,суффикс,Аналог,d_mm,D_mm,B_mm,T_mm,C_mm,W_mm,r1r2_min_mm,r3r4_min_mm,a_mm,d_inch,D_inch,B_inch,T_inch,C_inch,spindle_A_mm,spindle_B_mm,spindle_B1_mm,axb,interface,spindle_head,C,D_x_L,G,F,keyway,shaft_d_mm,thread_e,rpm,max_speed_rpm,mass_kg,static_400C_kN,static_20C_kN,screw_class,note_raw,raw,source_site,source_url,source_brand,source_page,scraped_at_utc,номер_исходный,parse_strategy,parse_conflict,stage2_enriched,обозначение_полное,quality
ГПЗ-3,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,6,446312,Л,7312X3DTEP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,6-446312Л [APROM] 7312X3DTEP3,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=3,3,,2026-02-09T13:48:50Z,6-446312Л,gost_hyphen,,,6 446312 Л (ГПЗ-3),NO_DIMS
ГПЗ-3,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,4,446306,Е5,7306X3TADTEP7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,4-446306Е5 [APROM] 7306X3TADTEP7,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=3,3,,2026-02-09T13:48:50Z,4-446306Е5,gost_hyphen,,,4 446306 Е5 (ГПЗ-3),NO_DIMS
ГПЗ-3,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,6,446306,АЕ5,7306ACDT/P6DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,6-446306АЕ5 [APROM] 7306ACDT/P6DT,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=3,3,,2026-02-09T13:48:50Z,6-446306АЕ5,gost_hyphen,,,6 446306 АЕ5 (ГПЗ-3),NO_DIMS
ГПЗ-3,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,6,446306,АЛ,7306ACDMA/P6DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,6-446306АЛ [APROM] 7306ACDMA/P6DT,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=3,3,,2026-02-09T13:48:50Z,6-446306АЛ,gost_hyphen,,,6 446306 АЛ (ГПЗ-3),NO_DIMS
ГПЗ-3,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,6,446306,Е2,7306X3TADTEP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,6-446306Е2 [APROM] 7306X3TADTEP3,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=3,3,,2026-02-09T13:48:50Z,6-446306Е2,gost_hyphen,,,6 446306 Е2 (ГПЗ-3),NO_DIMS
ГПЗ-3,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,6,446306,Л,7306X3DTEP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,6-446306Л [APROM] 7306X3DTEP3,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=3,3,,2026-02-09T13:48:50Z,6-446306Л,gost_hyphen,,,6 446306 Л (ГПЗ-3),NO_DIMS
ГПЗ-3,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,5,446208,Е3,7208 ACDT/P4DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,5-446208Е3 [APROM] 7208 ACDT/P4DT,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=3,3,,2026-02-09T13:48:50Z,5-446208Е3,gost_hyphen,,,5 446208 Е3 (ГПЗ-3),NO_DIMS
ГПЗ-3,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,6,446308,Е2,7308X3TADTEP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,6-446308Е2 [APROM] 7308X3TADTEP3,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=3,3,,2026-02-09T13:48:50Z,6-446308Е2,gost_hyphen,,,6 446308 Е2 (ГПЗ-3),NO_DIMS
ГПЗ-3,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,6,446308,Е5,7308X3TADTEP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,6-446308Е5 [APROM] 7308X3TADTEP3,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=3,3,,2026-02-09T13:48:50Z,6-446308Е5,gost_hyphen,,,6 446308 Е5 (ГПЗ-3),NO_DIMS
ГПЗ-3,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,5,446210,Е5,7210 ACD/P5DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,5-446210Е5 [APROM] 7210 ACD/P5DT,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=3,3,,2026-02-09T13:48:50Z,5-446210Е5,gost_hyphen,,,5 446210 Е5 (ГПЗ-3),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23018,CC,3053118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3053118 [ISO] 23018 CC,,,,,,23018,unchanged,,,23018 CC (BBC),NO_DIMS
ГПЗ-3,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,4,446208,Е,7208ACD/P4DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,4-446208Е [APROM] 7208ACD/P4DT,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=3,3,,2026-02-09T13:48:50Z,4-446208Е,gost_hyphen,,,4 446208 Е (ГПЗ-3),NO_DIMS
10-ГПЗ,Подшипник,,704902К6УС,10,,,,28.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,704902К6УС10,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=10-ГПЗ,10-ГПЗ,,2026-02-09T13:48:50Z,704902К6УС10,complex_prefix_inline,,yes,704902К6УС 10 (10-ГПЗ),NO_DIMS|NO_CAT|NO_ANALOG
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,2-,1000908,У1,61908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ГОСТ,1000908 [APROM] 61908,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=4,4,,2026-02-09T13:48:50Z,1000908,unchanged,,yes,2- 1000908 У1 (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61908,/P6,6-1000908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,6-1000908 [ISO] 61908/P6,,,,,,61908,unchanged,,,61908/P6 (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61908,,1000908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,1000908 [ISO] 61908,,,,,,61908,unchanged,,,61908 (ГПЗ-4),NO_DIMS
ADR,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,4,1000084,,ADR.AX4/P4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,4-1000084 [APROM] ADR.AX4/P4,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=ADR,ADR,,2026-02-09T13:48:50Z,4-1000084,gost_hyphen,,yes,4 1000084 (ADR),NO_DIMS
ADR,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,5,1000084,П,ADR.AX4/P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,5-1000084П [APROM] ADR.AX4/P5,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=ADR,ADR,,2026-02-09T13:48:50Z,5-1000084П,gost_hyphen,,yes,5 1000084 П (ADR),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23222,K,3113222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3113222 [ISO] 23222 K,,,,,,23222,unchanged,,,23222 K (BBC),NO_DIMS
10-ГПЗ,Подшипник,,322220К,3,М,,,16.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,322220К3М,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=10-ГПЗ,10-ГПЗ,,2026-02-09T13:48:50Z,322220К3М,complex_prefix_inline,,yes,322220К 3 М (10-ГПЗ),NO_DIMS|NO_CAT|NO_ANALOG
BBC,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,3303,,3056303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3056303 [ISO] 3303,,,,,,3303,unchanged,,,3303 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,3304,,3056304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3056304 [ISO] 3304,,,,,,3304,unchanged,,,3304 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,3305,,3056305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3056305 [ISO] 3305,,,,,,3305,unchanged,,,3305 (BBC),NO_DIMS
10-ГПЗ,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,50210,,210N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,50210 [APROM] 210N,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=10-ГПЗ,10-ГПЗ,,2026-02-09T13:48:50Z,50210,unchanged,,yes,50210 (10-ГПЗ),NO_DIMS
10-ГПЗ,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,50212,,212N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,50212 [APROM] 212N,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=10-ГПЗ,10-ГПЗ,,2026-02-09T13:48:50Z,50212,unchanged,,yes,50212 (10-ГПЗ),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61905,/P5HW,5-1000905Ю1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,5-1000905Ю1 [ISO] 61905/P5HW,,,,,,61905,unchanged,,,61905/P5HW (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61905,/P5,5-1000905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,5-1000905 [ISO] 61905/P5,,,,,,61905,unchanged,,,61905/P5 (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61903,/P6,6-1000903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,6-1000903 [ISO] 61903/P6,,,,,,61903,unchanged,,,61903/P6 (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61906,MA/P5,5-1000906Б,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,5-1000906Б [ISO] 61906MA/P5,,,,,,61906,unchanged,,,61906 MA/P5 (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61903,/P5,5-1000903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,5-1000903 [ISO] 61903/P5,,,,,,61903,unchanged,,,61903/P5 (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61905,/P6,6-1000905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,6-1000905 [ISO] 61905/P6,,,,,,61905,unchanged,,,61905/P6 (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61905,,7-1000905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,7-1000905 [ISO] 61905,,,,,,61905,unchanged,,,61905 (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61906,/P4,4-1000906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,4-1000906 [ISO] 61906/P4,,,,,,61906,unchanged,,,61906/P4 (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61905,MA/P5,5-1000905Б,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,5-1000905Б [ISO] 61905MA/P5,,,,,,61905,unchanged,,,61905 MA/P5 (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61903,/P6HW,6-1000903Ю,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,6-1000903Ю [ISO] 61903/P6HW,,,,,,61903,unchanged,,,61903/P6HW (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61903,/P6S1HW,6-1000903ЮТ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,6-1000903ЮТ [ISO] 61903/P6S1HW,,,,,,61903,unchanged,,,61903/P6S1HW (ГПЗ-4),NO_DIMS
ADR,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,5,1000084,ЮТ,ADR.WAX4/P5S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,5-1000084ЮТ [APROM] ADR.WAX4/P5S,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=ADR,ADR,,2026-02-09T13:48:50Z,5-1000084ЮТ,gost_hyphen,,yes,5 1000084 ЮТ (ADR),NO_DIMS
ADR,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,5,1000084,ЮТП,ADR.WAX4/P5S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,5-1000084ЮТП [APROM] ADR.WAX4/P5S,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=ADR,ADR,,2026-02-09T13:48:50Z,5-1000084ЮТП,gost_hyphen,,yes,5 1000084 ЮТП (ADR),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23032,,3003132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3003132 [ISO] 23032,,,,,,23032,unchanged,,,23032 (BBC),NO_DIMS
ADR,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,1080094,,AY4ZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,1080094 [APROM] AY4ZZ,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=ADR,ADR,,2026-02-09T13:48:50Z,1080094,unchanged,,yes,1080094 (ADR),NO_DIMS
ADR,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,2,1080095,ЮУТС20,WY5ZZ/P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,2-1080095ЮУТС20 [APROM] WY5ZZ/P,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=ADR,ADR,,2026-02-09T13:48:50Z,2-1080095ЮУТС20,gost_hyphen,,yes,2 1080095 ЮУТС20 (ADR),NO_DIMS
ADR,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,4,1080095,Ю3ТС21,Y5ZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,4-1080095Ю3ТС21 [APROM] Y5ZZ,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=ADR,ADR,,2026-02-09T13:48:50Z,4-1080095Ю3ТС21,gost_hyphen,,yes,4 1080095 Ю3ТС21 (ADR),NO_DIMS
ADR,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,4,1080095,ЮТС2,WAY5ZZ/P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,4-1080095ЮТС2 [APROM] WAY5ZZ/P,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=ADR,ADR,,2026-02-09T13:48:50Z,4-1080095ЮТС2,gost_hyphen,,yes,4 1080095 ЮТС2 (ADR),NO_DIMS
ADR,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,4,1080095,ЮТС20,WY5ZZP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,4-1080095ЮТС20 [APROM] WY5ZZP,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=ADR,ADR,,2026-02-09T13:48:50Z,4-1080095ЮТС20,gost_hyphen,,yes,4 1080095 ЮТС20 (ADR),NO_DIMS
ADR,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,1080095,,AY5ZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,1080095 [APROM] AY5ZZ,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=ADR,ADR,,2026-02-09T13:48:50Z,1080095,unchanged,,yes,1080095 (ADR),NO_DIMS
ADR,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,4,1080096,КШ3УС2,Y6ZZ/S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,4-1080096КШ3УС2 [APROM] Y6ZZ/S,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=ADR,ADR,,2026-02-09T13:48:50Z,4-1080096КШ3УС2,gost_hyphen,,yes,4 1080096 КШ3УС2 (ADR),NO_DIMS
ADR,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,1000092,,AX2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,1000092 [APROM] AX2,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=ADR,ADR,,2026-02-09T13:48:50Z,1000092,unchanged,,yes,1000092 (ADR),NO_DIMS
ADR,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,4,1080096,ЮС20,WY6ZZ/S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,4-1080096ЮС20 [APROM] WY6ZZ/S,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=ADR,ADR,,2026-02-09T13:48:50Z,4-1080096ЮС20,gost_hyphen,,yes,4 1080096 ЮС20 (ADR),NO_DIMS
ADR,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,4,1080096,ЮТС2,WY6ZZ/S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,4-1080096ЮТС2 [APROM] WY6ZZ/S,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=ADR,ADR,,2026-02-09T13:48:50Z,4-1080096ЮТС2,gost_hyphen,,yes,4 1080096 ЮТС2 (ADR),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61911,/P5,5-1000911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,5-1000911 [ISO] 61911/P5,,,,,,61911,unchanged,,,61911/P5 (ГПЗ-4),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23024,,3003124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3003124 [ISO] 23024,,,,,,23024,unchanged,,,23024 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23026,,3003126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3003126 [ISO] 23026,,,,,,23026,unchanged,,,23026 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23028,,3003128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3003128 [ISO] 23028,,,,,,23028,unchanged,,,23028 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23030,,3003130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3003130 [ISO] 23030,,,,,,23030,unchanged,,,23030 (BBC),NO_DIMS
ADR,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,1000099,,Y9/N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,1000099 [APROM] Y9/N,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=ADR,ADR,,2026-02-09T13:48:50Z,1000099,unchanged,,yes,1000099 (ADR),NO_DIMS
ADR,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,1000088,,618/8Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,1000088 [APROM] 618/8Y,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=ADR,ADR,,2026-02-09T13:48:50Z,1000088,unchanged,,yes,1000088 (ADR),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,33124,,3007724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3007724 [ISO] 33124,,,,,,33124,unchanged,,,33124 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23017,CC,3053117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3053117 [ISO] 23017 CC,,,,,,23017,unchanged,,,23017 CC (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23022,,3003122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3003122 [ISO] 23022,,,,,,23022,unchanged,,,23022 (BBC),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61906,/HW,1000906Ю,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,1000906Ю [ISO] 61906/HW,,,,,,61906,unchanged,,,61906/HW (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,4-,1000905,П,61905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ГОСТ,1000905 [APROM] 61905,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=4,4,,2026-02-09T13:48:50Z,1000905,unchanged,,yes,4- 1000905 П (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,61905,/P4,4-1000905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,4-1000905 [ISO] 61905/P4,,,,,,61905,unchanged,,,61905/P4 (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,4-,1000912,ЮТ,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ГОСТ,4-1000912ЮТ,,,,,,1000912,unchanged,,yes,4- 1000912 ЮТ (ГПЗ-4),NO_DIMS|NO_ANALOG
ГПЗ-3,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,5,446307,Л,7307ACDMA/P5DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,5-446307Л [APROM] 7307ACDMA/P5DT,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=3,3,,2026-02-09T13:48:50Z,5-446307Л,gost_hyphen,,,5 446307 Л (ГПЗ-3),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23028,CC,3053128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3053128 [ISO] 23028 CC,,,,,,23028,unchanged,,,23028 CC (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23030,CC,3053130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3053130 [ISO] 23030 CC,,,,,,23030,unchanged,,,23030 CC (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23032,CC,3053132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3053132 [ISO] 23032 CC,,,,,,23032,unchanged,,,23032 CC (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23034,CC,3053134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3053134 [ISO] 23034 CC,,,,,,23034,unchanged,,,23034 CC (BBC),NO_DIMS
CRAFT,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,628,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,28 [ISO] 628,,,,,,628,unchanged,,,628 (CRAFT),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,33121,,3007721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3007721 [ISO] 33121,,,,,,33121,unchanged,,,33121 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,33122,,3007722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3007722 [ISO] 33122,,,,,,33122,unchanged,,,33122 (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23022,CC,3053122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3053122 [ISO] 23022 CC,,,,,,23022,unchanged,,,23022 CC (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23024,CC,3053124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3053124 [ISO] 23024 CC,,,,,,23024,unchanged,,,23024 CC (BBC),NO_DIMS
BBC,Подшипник,РОЛИКОВЫЙ СФЕРИЧЕСКИЙ,,23026,CC,3053126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,3053126 [ISO] 23026 CC,,,,,,23026,unchanged,,,23026 CC (BBC),NO_DIMS
ADR,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,4,1080094,ЮТС20,AY4ZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,4-1080094ЮТС20 [APROM] AY4ZZ,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=ADR,ADR,,2026-02-09T13:48:50Z,4-1080094ЮТС20,gost_hyphen,,yes,4 1080094 ЮТС20 (ADR),NO_DIMS
